ID,Observation Title,Audit CheckList / Control,Parent Audit AreaName,Audit Area,SBU,Region,Brand,Level,Location Code,Location,Department,Reviewer,Lead Auditor,Support Auditor,Auditee,Sub Process,Repeat Observation,Observation Type,Risk,Category,Observation Details,Short Observation,Root Cause,Impact/Concerns/Implications,Financial Currency,Financial Implications,Target Completion Date,Observation Logged Date,ACM PageNo.,ACM PointNo.,ACM RefDate,Share With ED,Share With AC,Audit Report No.,Report Status,Observation Status,Last Updated On,Recommendation,Corrective Action Plan,Preventive Action Plan,Short Action Plan,Target Date,Revised Target Date,Revised Current Status,Follow-Up Frequency,Closure Date,Closure Reason,Age as on 03-Aug-2020,Age (as per Logged date),Age (as per Target date),Actual Audit Start date,Status,Other Auditee,Escalator 1,Escalator 2,Escalator 3,Auditee Report Release Date,Quarter,Financial Year,Action Plan Status,Auditee Current Status,Last Updated By,Audit Type,Root Cause Category,Attachments
726,Non availability of Trade license at the store,Placeholder for Checklist,,LS New Store Audits -,Lifestyle International Pvt Ltd,,,,,"Trilium Mall, Nagpur (1677)",Consumer Care,WILFRED KARATHRA,Anshuman Srivastav,,Zillani Vidhani,STATUTORY COMPLIANCE,No,Critical,High,Cost Savings,"On verification of statutory licenses at the store on 26th Oct 2019, it was observed that store didn’t have PPL license or copy of application made to the department not available in the store.",Trade license or copy of application made to the department not available in the store on 26th Oct 2019.,,.,Rs.,1 Lakh,31-Dec-19,16-Jul-20,0,,,No,No,2020 - 2021/332,Audit Report Issued,0%,16-Jul-20,"Control Parameter has to be strictly adhered to.,Control Parameter has to be strictly adhered to.","Trade license or copy of application is pending from regional commercial. Follow up from store is on place.,The same is in applied stage, will have the same displayed within Months time.","We will keep follow up with regional commercial.,The same is in applied stage, will have the same displayed within Months time.",,31-Dec-19,31-Dec-19,,,,,8,1,8,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Anshuman Srivastav,Regular Review,,
725,Non availability of PPL license at the store,Placeholder for Checklist,,LS New Store Audits -,Lifestyle International Pvt Ltd,,,,,"Trilium Mall, Nagpur (1677)",Quality Control,WILFRED KARATHRA,Anshuman Srivastav,,Zillani Vidhani,STATUTORY COMPLIANCE,No,Critical,High,Cost Savings,"On verification of statutory licenses at the store on 26th Oct 2019, it was observed that store didn’t have PPL license or copy of application made to the department not available in the store.",PPL license or copy of application made to the department not available in the store on 26th Oct 2019.,,.,Rs.,1 Lakh,31-Dec-19,16-Jul-20,0,,,No,No,2020 - 2021/332,Audit Report Issued,0%,16-Jul-20,"Control Parameter has to be strictly adhered to.,Control Parameter has to be strictly adhered to.","PPL license or copy of application is pending from regional commercial. follow up from store is on place.,We have already given request to corporate commercial team for procurement, have already given mail across to audit, will do necessary follow up corporate commercial for closure of this.","We will keep follow up with regional commercial.,Intimation sent across to Corporate Commercial for procurement of license",,31-Dec-19,31-Dec-19,,,,,8,1,8,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Anshuman Srivastav,Regular Review,,
724,Signage / hoarding license is not obtained,Placeholder for Checklist,,LS New Store Audits -,Lifestyle International Pvt Ltd,,,,,"Trilium Mall, Nagpur (1677)",Quality Control,WILFRED KARATHRA,Anshuman Srivastav,,Zillani Vidhani,STATUTORY COMPLIANCE,No,Critical,High,Cost Savings,"On 26th Oct 2019, it was observed during floor visit that Signage License is not obtained. Also, application copy (if any) was not provided during the course of audit.","Observed that Signage License is not obtained. Also, application copy (if any) was not provided as on 26th Oct 2019.",,.,Rs.,1 Lakh,31-Jan-20,16-Jul-20,0,,,No,No,2020 - 2021/332,Audit Report Issued,0%,16-Jul-20,"Control Parameter has to be strictly adhered to,Control Parameter has to be strictly adhered to.","None of the retailer has taken license for Signage in the said mall. Same was informed to Regional Commercial for further understanding. We are doing followup with Regional Commercial for further update.,None of the retailer has taken license for Signage in the said mall, we will be finding the applicability of signage through our consultant and take action accordingly.","We are doing followup with Regional Commercial for further update.,Will be taking consultant view on this.",,31-Jan-20,31-Jan-20,,,,,7,1,7,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Anshuman Srivastav,Regular Review,,
723,Store fixtures transferred on RGP not yet regularized through ATF,Placeholder for Checklist,,LS Store audits,Lifestyle International Pvt Ltd,,,,,"Phoenix Mall, Lower Parel",Quality Control,WILFRED KARATHRA,KASHYAP UPADHYAY,,Tarun Rangwani,Other observations,Yes,Critical,High,Cost Savings,"[Repeated observation-HY2 2018] As per process, any transfer of assets needs to be done only via raising ATF after obtaining due approvals of the National Concept Manager (NCM) for the respective concept. However, we observed that, 2,349 Qty's of various concepts were transferred from Lower Parel store to other store without ATF. ATF is pending to be raised from 51 days to 1.2 years. Moreover, assets were transferred through RGP (against policy) which were approved by RCM only. Details are tabulated below: Concept Pending Qty Pending Amount Apparels-Ladies 336 16,13,72,127 Babyshop 1 35,724 Lifestyle 426 51,12,000 Marketing 5 11,000 Shoemart 962 57,68,262 Total 1,730 17,22,99,113 Asset Transfer on RGP (Current Audit Period) Concept Pending Qty Pending Amount Apparel Men 450 3,13,957 Apparels-Ladies 28 14,545 Cash & Bill 1 5,000 Lifestyle 10 80,39,255 MAINTENANCE 79 11,600 Marketing 38 1,48,159 Non-trading 12 511 Shoemart 1 8,550 Total 619 85,41,577 Grand Total 2,349 18,08,40,690","2,349 Qty's of various concepts were transferred from Lower Parel store to other store without ATF. ATF is pending to be raised up to 1.2 years.",,.,Rs.,1 Lakh,31-Jan-20,16-Jul-20,0,,,No,No,2020 - 2021/331,Audit Report Issued,0%,16-Jul-20,"Control Parameter has to be strictly adhered to.,Control Parameter has to be strictly adhered to.","Store Inventory visited RO team for reconciliation. ,We have cleared ATF/ADF of all fixtures except 22 QTY (14 Qty pending due to system error & 8 Qty not available in SOH). Further we are working on this and shall have the same closed shortly.","Teams are working to close all pendency's. ,We are in process of closing the open RGP, and shall have the same closed shortly.",,31-Jan-20,31-Jan-20,,,,,7,1,7,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,KASHYAP UPADHYAY,Regular Review,,
722,IT Room not maintained in hygienic condition,Placeholder for Checklist,,MAX STORE AUDITS,Lifestyle International Pvt Ltd (Max Division),,,,,Kamla Nagar,Quality Control,Avdhesh Varshney,VAIBHAV JAIN,,Gaurav Karkra,"Safety, Health & Environment",No,Critical,High,Cost Savings,"As per ranking parameter, IT Server room should be kept free from any carton boxes or any other combustible material. However, on physical verification, it was observed that Carton boxes & VM Material has been kept in IT Room on the day of audit. (14-Nov-19). Also Bio-Metric machine is not installed at IT Room, therefore anyone can enter or exit in the server room. For Images, refer Annexure-4",Carton Boxes & VM Material kept in IT Server room,,.,Rs.,1 Lakh,28-Feb-20,16-Jul-20,0,,,No,No,2020 - 2021/333,Audit Report Issued,0%,16-Jul-20,"Store Manager should ensure that server room should be kept free from combustible items.,IT Team should ensure that Bio-Metric machine should be installed at IT-Server room at all locations and only authorized personnel should be access to the server room.","For Bio-Metric Machine, IT Team will provide the same. For for VM Material and Cartoons boxes, it was kept due to reuse of material but however now we remove the same and it has been cleaned up ,As location is renovation, Bio-Metric Access Control is remove due to server room relocated to new location. Now we are coordinating with vendor to installation, as same is chargeable, need corp PO for re-installation.","Ensure to keep it clean and For Bio-metric, will take follow ups,Already initiated for re-installation at new place,",,28-Feb-20,28-Feb-20,,,,,6,1,6,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,VAIBHAV JAIN,Regular Review,,
721,Call alarm (SIM dialer) not installed with Fire Panel and Burglar Alarm,Placeholder for Checklist,,LS Store audits,Lifestyle International Pvt Ltd,,,,,"Phoenix Mall, Lower Parel",Quality Control,WILFRED KARATHRA,KASHYAP UPADHYAY,,Tarun Rangwani,"SAFETY, HEALTH & ENVIRONMENT",Yes,Critical,High,Cost Savings,"Physical verification carried out on November 11, 2019 of the fire panel and burglar alarm and we observed the following anomalies: [Repeated observation-HY2 2018] Call alarm (SIM Dialer) is not installed with the fire panel and Burglar Alarm. As a result of which no emergency call and alert message service could be sent to nominated SPOC. Fire panel was showing error message (Ground floor - cash counter - First floor Pillar - Looping issue). Refer photo for details.",Call alarm (SIM Dialer) is not installed with the fire panel and Burglar Alarm. As a result of which no emergency call could be sent to nominated SPOC,,.,Rs.,1 Lakh,15-Dec-19,16-Jul-20,0,,,No,No,2020 - 2021/331,Audit Report Issued,0%,16-Jul-20,"Control Parameter has to be strictly adhered to,Control Parameter has to be strictly adhered to","Sim card requisition is placed with Reg. commercial team. As per Regional HSE team, Follow up is on with the vendor is going-on for the Auto-dialer installation and FAS errors rectification and they have given a target date of 29th Feb 20. ,This is a compliance requirement and we are in coordination with the vendor in closing this observation at the earliest","Installation will be done asa the sim is received and activated. ,Follow up with the vendor is going-on for the Auto-dialer installation and FAS errors rectification.",,15-Dec-19,15-Dec-19,,,,,8,1,8,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,KASHYAP UPADHYAY,Regular Review,,
720,High temperature maintained at UPS section,Placeholder for Checklist,,LS New Store Audits -,Lifestyle International Pvt Ltd,,,,,"Trilium Mall, Nagpur (1677)",Quality Control,WILFRED KARATHRA,Anshuman Srivastav,,Zillani Vidhani,Other observations,No,Critical,High,Cost Savings,"UPS section to be maintained cooling with a temperature in between 18 to 24 degree centigrade (as per HOTO Project). However, during our floor visit on 25th Oct 2019, it was observed that UPS section temperature was 30 degree centigrade.",.,,.,Rs.,1 Lakh,31-Dec-19,16-Jul-20,0,,,No,No,2020 - 2021/332,Audit Report Issued,0%,16-Jul-20,"Control Parameter has to be strictly adhered to.,Control Parameter has to be strictly adhered to.","point was mentioned in HOTO and escalated to all including project head. Follow up from store is on place, action is awaited.,As per our internal policy requirements, UPS rrom temperature is required to be maintained with the temperature in between 18 degrees to 24 degrees. For this point closure, we are in coordination with the AHU vendor to get it cleared at the earliest.","Same is pending from Project team. We will keep follow up with them.,We are in co-ordination with the vendor for getting this observation closed at the earliest.",,31-Dec-19,31-Dec-19,,,,,8,1,8,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Anshuman Srivastav,Regular Review,,
719,Fire panel not connected with Mall,Placeholder for Checklist,,LS New Store Audits -,Lifestyle International Pvt Ltd,,,,,"Trilium Mall, Nagpur (1677)",Quality Control,WILFRED KARATHRA,Anshuman Srivastav,,Zillani Vidhani,Other observations,No,Critical,High,Cost Savings,"During our floor visit on 25th Oct 2019 it was found that fire panel was though in working condition. However, same was not connected with Mall.",.,,.,Rs.,1 Lakh,31-Dec-19,16-Jul-20,0,,,No,No,2020 - 2021/332,Audit Report Issued,0%,16-Jul-20,SAM to ensure that fire panel should be connected with Mall Fire Panel.,"it is in Malls scope of work now as all the things are done from our end..we are closely follow up with mall,",follow up with Mall is on place..will close it asap.,,31-Dec-19,31-Dec-19,,,,,8,1,8,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Anshuman Srivastav,Regular Review,,
718,ATF not raised for transfer of assets,Placeholder for Checklist,,LS Store audits,Lifestyle International Pvt Ltd,,,,,"Phoenix Mkt City, Kurla",Quality Control,WILFRED KARATHRA,AJINKAY NAIK,,Praveen Rao,FIXED ASSETS & ADMIN RELATED CONTROLS,Yes,Critical,High,Cost Savings,[Repeated observation HY1 & HY 2 - 2018] 215 Qty's (Mens Apparel: 208;non trade:7) were transferred from Kurla store to other stores without ATF. ATF's is pending to be raised from 311 to 732 days.These assests were transferred through RGP (against policy) which were approved by RCM only. Refer annexure for details. Note: Reconciliation is still pending from Regional Commercial and the store has shown numerous follow ups to clear the same.,215 Qty's of various concepts were transferred from Kurla store to other stores without ATF. ATF's are pending to be raised from 1 to 2 years.,,.,Rs.,1 Lakh,31-Jan-20,16-Jul-20,0,,,No,No,2020 - 2021/335,Audit Report Issued,0%,16-Jul-20,"Control Parameter has to be strictly adhered to.,Control Parameter has to be strictly adhered to.","During Store Renovation with proper Approval we had transferred Asset on RGP due to space constarin in store for which Store has done enough follow up with regional commercial team via mail . Awaiting confirmation from them,We are coordinating with store for this, shall have the same reconciled and closed","These are old cases highlighted in last audit too for which approval emails are still pending to be taken by RCM from Corp. Continuous follow in on ,We are coordinating with store for this, shall have the same reconciled and closed",,31-Jan-20,31-Jan-20,,,,,7,1,7,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,AJINKAY NAIK,Regular Review,,
717,Transits Warehouse - HSE concerns,Placeholder for Checklist,,HC Store Audits,Lifestyle International Pvt Ltd (Home Centre Division),,,,,Brookefields,Human Resource,SUNDARAM IYER,RAMESH R,,Tarun Rangwani,Other observations,No,Critical,High,Cost Savings,"As on date of audit (i.e. as on 15th Nov'19), our physical verification of furniture transit warehouse, we have noted below listed HSE concern which were not complied at warehouse: 1) NOC certification from fire department is not available. 2) Absence of sprinklers systems. 3) Absence of Smoke detectors. 4) Absence of Burglar alarm equipment. 5) Absence of CCTV, it is understood from team that the same is approved in current year budget. 6) Absence of Emergency contact numbers. 7) Absence of Emergency Evacuation floor plan. 8) Absence of Fire Exit signages leading to exit points. 9) Absence WH Key movement register. 10) Absence of First aid kit. 11) Absence of Layout of the warehouse. 12) Absence of Safety tips charts. 13) Absence of ""No Smoking board "" at entry point.",.,,.,Rs.,1 Lakh,31-Jan-20,16-Jul-20,0,,,No,No,2020 - 2021/334,Audit Report Issued,0%,16-Jul-20,"Store concept manager in co-ordination with regional HSE to ensure the above recommended HSE concerns are addressed at the earliest.,TCM in co-ordination with regional / corporate HSE team to ensure the above recommended HSE concerns are addressed at the earliest.","As per the process WH HSE parameters are not applicable. We will escalate the observation and will make all in place. CCTV already approved and under process (Closed),As per the process WH HSE parameters are not applicable. We will escalate the observation and will make all in place. CCTV already approved and under process","CCTV under process approved already. Rest we will coordinate with respective team (Closed),as per the HSE norms fire extinguisher placed in warehouse. The CCTV quote received from the vendor which'll be processed upon receipt of the ap",,31-Jan-20,31-Jan-20,,,,,7,1,7,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,RAMESH R,Regular Review,,
716,Review of aged promotional items,Placeholder for Checklist,,LS Store audits,Lifestyle International Pvt Ltd,,,,,"Phoenix Mkt City, Kurla",Quality Control,WILFRED KARATHRA,AJINKAY NAIK,,Praveen Rao,Other observations,No,Critical,High,Cost Savings,"As a practice FOC / promotional items are to be dispatched to warehouse / supplier with proper documentation once the promo period gets over. However, observed that 492 pieces worth Rs. 43,92 (CP Value) promotion stocks were kept at store even after completion of promotion period. Days are ranging from 60 to 720 days from the end of promo period. Refer annexure for details.",.,,.,Rs.,1 Lakh,31-Jan-20,16-Jul-20,0,,,No,No,2020 - 2021/335,Audit Report Issued,0%,16-Jul-20,Control Parameter has to be strictly adhered to.,We shall co-ordinate with TCM & do the needful,We shall coordinate with the TCM and get the same dispatched to warehouse / supplier as directed.,,31-Jan-20,31-Jan-20,,,,,7,1,7,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,AJINKAY NAIK,Regular Review,,
715,Discontinued Brands available at the store,Placeholder for Checklist,,LS Store audits,Lifestyle International Pvt Ltd,,,,,"Phoenix Mkt City, Kurla",Quality Control,WILFRED KARATHRA,AJINKAY NAIK,,Praveen Rao,Other observations,No,Critical,High,Cost Savings,"On verification of stock on hand report as on November 10, 2019, it was observed that stocks of 2 discontinued brands namely IZOD (Apparel Mens concept) & Carrera ( LS concept) were showing as a part of store SOH (Qty: 4 pieces; Value : Rs. 14,645/- (CP Value)). These stocks were kept in the backstore and not displayed on shop floor. Age of these stocks range from 41 to 720 days. These brands were discontinued in April 2019 and August 2019 respectively. Refer annexure for details.",.,,.,Rs.,1 Lakh,31-Jan-20,16-Jul-20,0,,,No,No,2020 - 2021/335,Audit Report Issued,0%,16-Jul-20,"Business Manager to ensure that mentioned discontinued stocks are returned to the vendor immediately and review the same on a periodical basis, for a better control.",Have informed concept manager to outward the same,The respective concept managers have been briefed to arrange to outward the mentioned stocks,,31-Jan-20,31-Jan-20,,,,,7,1,7,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,AJINKAY NAIK,Regular Review,,
714,Intruder alarm system is not in working condition. (Repeated Observation),Placeholder for Checklist,,MAX STORE AUDITS,Lifestyle International Pvt Ltd (Max Division),,,,,Kasam Heights,Quality Control,LAKSHMIPATHI GALETI,Arjun Kumar Sara,,Tarun Rangwani,"Safety, Health & Environment",Yes,Critical,High,Cost Savings,"As per conrol parameter, Intruder alarm system should be installed in the high street store and always in working condition. Installation of Intruder alarm systems was completed but the same was not in working condition as on 07-Nov-19. Please refer Annexure for details.",Intruder alarm system installed but not in working condition.,,.,Rs.,1 Lakh,31-Dec-19,16-Jul-20,0,,,No,No,2020 - 2021/339,Audit Report Issued,0%,16-Jul-20,"The parameter should be strictly adhered to.,The parameter should be strictly adhered to.","Now it has been installed as per the guidelines ,Will check and rectify accordingly","Now it has been installed as per the guidelines ,Will check and rectify accordingly",,31-Dec-19,31-Dec-19,,,,,8,1,8,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Arjun Kumar Sara,Regular Review,,
713,Additional cash counter was in dmage condition at ground floor,Placeholder for Checklist,,MAX STORE AUDITS,Lifestyle International Pvt Ltd (Max Division),,,,,Kasam Heights,Quality Control,LAKSHMIPATHI GALETI,Arjun Kumar Sara,,Tarun Rangwani,Other observations,No,Critical,High,Cost Savings,Observed additional placed at ground floor near Customer entrance was in damage condition. Please refer Annexure (Pic) for details.,.,,.,Rs.,1 Lakh,31-Jan-20,16-Jul-20,0,,,No,No,2020 - 2021/339,Audit Report Issued,0%,16-Jul-20,"Shall ensure to resolve and make it clear at the earliest to avoid loss of goodwill.,Shall ensure to resolve and make it clear at the earliest to avoid loss of goodwill.","We have informed the franchise and got the approval for the same, waiting for the vendor quotation ,Will speak with the franchise and get it done","We have informed the franchise and got the approval for the same, waiting for the vendor quotation,Will speak with the franchise and get it done",,31-Jan-20,31-Jan-20,,,,,7,1,7,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Arjun Kumar Sara,Regular Review,,
712,Discrepancies in Fire Evacuation Plan Display,Placeholder for Checklist,,MAX STORE AUDITS,Lifestyle International Pvt Ltd (Max Division),,,,,Max-Koramangala Oasis,Quality Control,Vinayak Shanbhag,Raghavendra H,,Bipin Sharma,"Safety, Health & Environment",No,Critical,High,Cost Savings,"As per the parameter, Fire evacuation plan to be displayed in store (1no/ floor and if the floor plate area is more than 10000sqft 2nos to be provided), But during the floor walk on the date of audit 11.11.19 we observed that , Store Area was 13,000 Sqft and only 1 fire evacuation was displayed in Store instead of 2 Fire Evacuation plan.","Store Area was 13,000 Sqft and only 1 fire evacuation was displayed instead of 2 Fire Evacuation plan.",,.,Rs.,1 Lakh,31-Jan-20,16-Jul-20,0,,,No,No,2020 - 2021/328,Audit Report Issued,0%,16-Jul-20,"Parameters should be strictly adhered.,Parameters should be strictly adhered.","As single floor only one Evacuation Plan was Displayed since store opening, will request for another one.,Will ask store team to check the feasibility.","We have requested another one evacuation plan ,quote invited",,31-Jan-20,31-Jan-20,,,,,7,1,7,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Raghavendra H,Regular Review,,
711,Expired Fire NOC,Placeholder for Checklist,,MAX STORE AUDITS,Lifestyle International Pvt Ltd (Max Division),,,,,Max-Koramangala Oasis,Quality Control,Vinayak Shanbhag,Raghavendra H,,Bipin Sharma,"Safety, Health & Environment",Yes,Critical,High,Cost Savings,"Repeated observation: As per Safety requirement, the Store should have valid Fire NOC applicable for the Store. During the review it is observed that, the NOC applicable for the store is expired on 07.06.2008.",NOC of the store is expired on 07.06.2008.,,.,Rs.,1 Lakh,29-Feb-20,16-Jul-20,0,,,No,No,2020 - 2021/328,Audit Report Issued,0%,16-Jul-20,  Parameters should be strictly adhered.  ,Mall not having valid NOC,Will follow-up with concern team for Valid NOC,,29-Feb-20,29-Feb-20,,,,,6,1,6,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Raghavendra H,Regular Review,,
710,Lift and Escalator License not available,Placeholder for Checklist,,MAX STORE AUDITS,Lifestyle International Pvt Ltd (Max Division),,,,,Max-Koramangala Oasis,Quality Control,Vinayak Shanbhag,Raghavendra H,,Bipin Sharma,Other observations,No,Critical,High,Cost Savings,License of Lift and escalators is not available in the store,Lift and Escalator License not available,,.,Rs.,1 Lakh,29-Feb-20,16-Jul-20,0,,,No,No,2020 - 2021/328,Audit Report Issued,0%,16-Jul-20,Parameters should be strictly adhered.,Will follow up with RCM to get the valid Lift License,will have regular self audit and ensuring Valid license are available,,29-Feb-20,29-Feb-20,,,,,6,1,6,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Raghavendra H,Regular Review,,
709,Auto Plug off not available for one fake not detecting machines,Placeholder for Checklist,,MAX STORE AUDITS,Lifestyle International Pvt Ltd (Max Division),,,,,Max-Koramangala Oasis,Quality Control,Vinayak Shanbhag,Raghavendra H,,Bipin Sharma,Other observations,No,Critical,High,Cost Savings,Auto Plug off not available for 1 fake not detecting machines,.,,.,Rs.,1 Lakh,31-Jan-20,16-Jul-20,0,,,No,No,2020 - 2021/328,Audit Report Issued,0%,16-Jul-20,Parameters should be strictly adhered.,Will buy additional Auto Plug as Provided only 3,will ensure to all fake not detecting machine are using auto plug,,31-Jan-20,31-Jan-20,,,,,7,1,7,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Raghavendra H,Regular Review,,
708,Ensure deployment of adequate staff at stores by brands – Beauty Concept,Placeholder for Checklist,,Review Of Procure To Pay Process- LS Concept & Beauty,Lifestyle International Pvt Ltd,West,,,,LS Corporate office,Quality Control,Manmohan Vyas,Amit raj,,Abhishek Gupta,Review of agreements with brands,No,Critical,High,Cost Savings,"During April to June’19, brand staff attendance is being monitored by the Concept Manager and Store Supervisor. In case of lower staff deployment by any brand, it is highlighted to Territory Concept Manager for necessary escalation to brand. It is also important to note that Lifestyle does not deploy its own staff at stores where brands have agreed to deploy their staff. Therefore, in case of absenteeism, either the brand / section would remain unattended or have divided attention of shared / own staff (as he / she would be attending customers for multiple brands / sections). Our sample review of brand staff attendance records during Apr to Jun 19 for South region showed differences between agreed vis-à-vis actual deployment of staff by brands. Refer table below: Brand Stores # No. of brand staff / store (agreed) Actual Deployment Number of Stores April'19 May'19 June'19 Colorbar 11 2 1 2 8 5 0 7 1 3 It can seen from the above table that the brand ‘Colorbar’ had agreed to deploy 2 employees / each store (total 11 stores); however, no staff was deployed in 7 stores in Apr-19 and in 3 stores in June-19. Exhibit 5",.,,Absence of adequate staff at stores would result in not attending to customers and may result in loss of revenue & customer dissatisfaction Increased manpower costs due to non-raising of debit notes on brands for staff employed by LS Loss of revenue,Rs.,1 Lakh,28-Feb-20,16-Jul-20,0,,,No,No,2020 - 2021/343,Audit Report Issued,0%,16-Jul-20,Review budget Vs actual number of brand promoters at stores on a monthly basis and share with brands. Enter into an understanding with brands for providing alternate trained staff in case of absenteeism. Track staff deployed by LS and raise debit notes on brands.,"We started bio-metric attendance for brand staff from Apr'19 which was stabilized by Aug/Sep. Budget v. Actual is monitored on monthly basis which shows significant improvement. Since Apr-Jun was initial phase, records were incomplete (on which observation was relied) and the same has been clarified over the mail.",Bio-metric attendance introduced in Apr'19 got stabilized by Aug/Sep'19. This info is now shared with brands. Debit note mechanism will be instituted.,,28-Feb-20,28-Feb-20,,,,,6,1,6,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Amit raj,Regular Review,,
707,Ensure deployment of adequate staff at stores by brands – LS Concept,Placeholder for Checklist,,Review Of Procure To Pay Process- LS Concept & Beauty,Lifestyle International Pvt Ltd,West,,,,LS Corporate office,Quality Control,Manmohan Vyas,Amit raj,,Abhishek Gupta,Review of agreements with brands,No,Critical,High,Cost Savings,"During April to June’19, brand staff attendance is being monitored by the Concept Manager and Store Supervisor. In case of lower staff deployment by any brand, it is highlighted to Territory Concept Manager for necessary escalation to brand. It is also important to note that Lifestyle does not deploy its own staff at stores where brands have agreed to deploy their staff. Therefore, in case of absenteeism, either the brand / section would remain unattended or have divided attention of shared / own staff (as he / she would be attending to customers for multiple brands / sections). Our sample review of brand staff attendance records during Apr to Jun-19 for South region showed differences between agreed vis-à-vis actual deployment of staff by brands. Refer table below: Brand Stores # No. of brand staff / store (agreed) Actual Deployment Number of Stores April'19 May'19 June'19 Fastrack 1 1 0 0 1 1 Guess 2 2 1 2 2 2 It can seen from the above table that the brand ‘Fastrack’ had agreed to deploy 1 employees / each store (total 1 stores); however, no staff was deployed in 2 stores in April, May & June-19. Exhibit 5",.,,Absence of adequate staff at stores would result in not attending to customers and may result in loss of revenue & customer dissatisfaction Increased manpower costs due to non-raising of debit notes on brands for staff employed by LS Loss of revenue,Rs.,1 Lakh,28-Feb-20,16-Jul-20,0,,,No,No,2020 - 2021/343,Audit Report Issued,0%,16-Jul-20,  Review budget Vs actual number of brand promoters at stores on a monthly basis and share with brands. Enter into an understanding with brands for providing alternate trained staff in case of absenteeism. Track staff deployed by LS and raise debit notes on brands.,"We started bio-metric attendance for brand staff from Apr'19 which was stabilized by Aug/Sep. Budget v. Actual is monitored on monthly basis which shows significant improvement. Since Apr-Jun was initial phase, records were incomplete (on which observation was relied) and the same has been clarified over the mail.",Bio-metric attendance introduced in Apr'19 got stabilized by Aug/Sep'19. This info is now shared with brands. Debit note mechanism will be instituted.,,28-Feb-20,28-Feb-20,,,,,6,1,6,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Amit raj,Regular Review,,
706,Strengthen controls over ‘open to buy’ budget – access rights & upload – Beauty Concept,Placeholder for Checklist,,Review Of Procure To Pay Process- LS Concept & Beauty,Lifestyle International Pvt Ltd,West,,,,LS Corporate office,Quality Control,Manmohan Vyas,Amit raj,,Abhishek Gupta,Open to buy (OTB) budgets and approvals,No,Critical,High,Cost Savings,"Finance team should ensure that only approved OTB budgets are uploaded in the system by authorised personnel. Any difference between approved OTB budget vis-à-vis budget uploaded in system should be supported with logic notes / approvals of VP– Business Finance. At present, OTBs (brand-wise) are being prepared on monthly basis by Planning team & then approved by AVP–Business Finance. OTB IDs are created for respective months and uploaded in the system. Our review of OTBs uploaded in system vis-à-vis approved budgets showed differences in three months. Details are given below: Month Approved OTB Value (INR Crores) OTB Uploaded in System (INR Crores) Differences (INR Crores) Apr-18 9.48 13.71 4.23 Mar-19 10.30 10.80 0.50 May-19 9.37 10.65 1.28 * OTB working file provided by process owner has been considered OTBs are reviewed & approved by AVP Finance on regular basis (Consolidated approvals received during audit). It is important to note that for outright & paid SOR stocks, actual NOD (no. of days) has been on higher side compared to budgets for the months specified in above table, 39 to 43 days. Exhibit 1 Further, noted that a user from Home Center has been assigned access right to upload OTBs for LS & Beauty Concept. However, no OTBs were uploaded by the said User.",.,,.,Rs.,1 Lakh,,16-Jul-20,0,,,No,No,2020 - 2021/343,Audit Report Issued,0%,16-Jul-20,"  Concept Finance team should upload OTBs in the system as approved by VP – Business Finance. In case of any differences, obtain approval of VP – Business Finance along with reasons. Remove access rights assigned to a User from HC division.","OTB is worked out monthly and uploaded. Subsequently, basis the brand performance and stock availability with a particular brand the OTBs are re-worked and uploaded.For all SOR brands Concept Finance Leads are authorized to approve additional OTBs. OTB rights of HC user has been revoked","Monthly OTBs are revised for various reasons, Concept Fin Leads are authorized to approve additional SOR brand OTBs. HC User rights has been revoked.",,,,,,,,,1,,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Amit raj,Regular Review,,
